id,ux,uy,uz,magnitude
18907,0.4853614684,0.8680650079,0.1043426422,3.910000
60823,-0.6349164881,-0.0780658837,-0.7686265484,3.910000
41307,-0.5922462325,0.8028715496,-0.0681298382,3.910000
76333,-0.5699216069,-0.7810424980,-0.2552684437,3.910000
79992,-0.2926164776,-0.6256649918,0.7231313263,3.910000
95168,0.3320779782,-0.8920739693,-0.3064771602,3.920000
83207,-0.2209797390,-0.8288754011,0.5139392225,3.920000
104987,0.7510487697,-0.6538822288,0.0914536848,3.920000
88192,0.0028120469,-0.9986874189,0.0511422695,3.930000
54463,-0.5024983280,0.1146501198,-0.8569426938,3.930000
7083,0.6038620218,0.2540173758,-0.7555301658,3.930000
2072,0.7184896513,0.0825193577,-0.6906252070,3.930000
37504,-0.1284899657,0.2699183789,-0.9542716581,3.930000
21444,0.3564567910,0.9324799262,-0.0584785721,3.930000
13531,0.4384708253,0.4170309019,0.7961335078,3.930000
5348,0.5448701156,0.1675865734,-0.8216028831,3.940000
103413,0.5257017597,-0.5388293217,0.6582557421,3.940000
37677,-0.3829156034,0.7867680377,-0.4841195054,3.940000
37447,-0.4216096310,0.8914665445,-0.1659298618,3.940000
42911,-0.6255453695,0.7152815411,0.3115530574,3.940000
9598,0.2592609900,0.1549055225,0.9533037387,3.950000
31592,-0.1504712188,0.9319837769,-0.3297948633,3.950000
95241,0.2518223377,-0.6678512484,-0.7004000430,3.960000
44248,-0.5287141460,0.5258483643,0.6662918652,3.960000
115438,0.9268539082,-0.1510839495,-0.3436793171,3.960000
45101,-0.3442681758,0.3119537433,-0.8855305106,3.960000
95347,0.2716822740,-0.7087971720,-0.6509956306,3.960000
28328,0.0027288863,0.7335444171,-0.6796360359,3.960000
19343,0.3141676122,0.5950049029,0.7397755585,3.960000
42515,-0.5248281077,0.6248970087,-0.5779785342,3.970000
27673,0.0287887734,0.7749779274,0.6313322569,3.970000
112440,0.8699102315,-0.2888205140,0.3997985741,3.970000
98495,0.1475907514,-0.2540973492,-0.9558511951,3.970000
35228,-0.1234704986,0.3544089433,-0.9269030892,3.970000
110997,0.6693203539,-0.2797411205,-0.6882987501,3.970000
59449,-0.6097908965,-0.0310242728,-0.7919548958,3.970000
20535,0.3370048728,0.7572742546,-0.5594313354,3.970000
77634,-0.4444445079,-0.7041215583,-0.5537886876,3.970000
18614,0.4087456739,0.7006423708,0.5848309519,3.980000
106481,0.5624806824,-0.4162898005,0.7143656514,3.980000
29651,-0.0643854599,0.9919214959,-0.1092989411,3.990000
114996,0.5173769172,-0.0972267434,-0.8502164935,3.990000
50954,-0.2515118509,0.1114631136,-0.9614144596,3.990000
9347,0.8080633185,0.4665768197,-0.3596383526,3.990000
44382,-0.2861331121,0.2800886235,-0.9163395687,4.000000
55642,-0.9710096978,0.1541060746,0.1827333698,4.000000
79374,-0.4280710592,-0.8400938004,-0.3331629852,4.000000
